COMPOUND_ID,SMILES,product_inchikey,source_library,reaction_type,route_class,acid_fragment_id,acid_fragment_smiles,acid_role,acid_library_type,acid_avg_attribution,acid_activity_rate,handle_origin_acid,acid_state,amine_fragment_id,amine_fragment_smiles,amine_role,amine_library_type,amine_avg_attribution,amine_activity_rate,handle_origin_amine,amine_state,novel_vs_pathogen_train,novel_vs_union_train,MW,LogP,TPSA,HBA,HBD,AromRings,RotBonds,QED,SA_score,design_score,rank_within_library,product_linkage_type
CMPD_158,C[C@@](C[CH]CN[C:1](=O)[NH:5]c1ccc(CO)cc1F)(C(=O)NO)S(C)(=O)=O,RQEZAEZOUXNNNZ-OAHLLOKOSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,205566,Nc1ccc(CO)cc1F,substituent,EC,0.2723,100.0,native_amine,neutral,True,True,390.4130000000001,0.3425900000000003,144.83,6,5,1,8,0.2459073641025037,3.4927365737609453,0.779469,58,urea
CMPD_159,N=C(c1ccccc1)[NH:5][C:1](=O)NC[CH]C(=O)NO,ZJCJZBKHBIEOCI-UHFFFAOYSA-N,EC,amide,C,209995,O=C1NC[C@@H](C(=O)NO)O1,substituent,EC,0.1488,100.0,latent_ester,latent,205313,N=C(N)c1ccccc1,substituent,EC,0.2536,100.0,native_amine,neutral,True,True,249.25,0.0208599999999999,114.31000000000002,4,5,1,4,0.2241352526602691,3.014012349068838,0.776088,59,urea
CMPD_160,CCC[N:5]([C@H](C(=O)NO)[C@@H](C)O)[C:1](=O)Cc1ccc(O)c(O)c1,JREQXHUNEVBNGA-OTYXRUKQSA-N,EC,amide,C,207137,C[C@](COC(=O)Cc1ccc(O)c(O)c1)(CC(=O)O)[SH](=O)=O,substituent,EC,0.1786,100.0,latent_ester,latent,204748,CCCN[C@H](C(=O)NO)[C@@H](C)O,substituent,EC,0.1617,100.0,native_amine,neutral,True,True,326.34900000000005,0.1337000000000004,130.33,6,5,1,7,0.2750475169878977,3.30281434760459,0.768614,60,amide
CMPD_161,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C[NH:5][C:1](=O)NC[CH]C[C@](C)(C(=O)NO)S(C)(=O)=O)CCC[C@]21C,QHJVFUAWCWZWPE-DXXRHUJXSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,214819,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(CN)CCC[C@]21C,substituent,EC,0.2634,100.0,native_amine,neutral,True,True,534.7430000000003,4.022590000000002,124.6,5,4,1,9,0.2163675254646745,4.552388489084954,0.753476,61,urea
CMPD_162,Cc1ccc2[nH]c([N:5](CCC#N)[C:1](=O)NC[CH]C[C@](C)(C(=O)NO)S(C)(=O)=O)nc2n1,FEVNCUHTBYXUEY-GOSISDBHSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,205873,Cc1ccc2[nH]c(NCCC#N)nc2n1,substituent,EC,0.2472,100.0,native_amine,neutral,True,True,450.5010000000002,0.5990900000000007,181.17,8,4,2,9,0.2432175596107073,4.123518312983294,0.689251,62,urea
CMPD_163,C#Cc1ccc2c(c1)CC[C@@H]2[N:5]([C@H](C(=O)NO)[C@@H](C)O)[C:1](=O)C[C@@H](C[S+][O-])CC(=O)O,LJCHYJHNXQTQBI-OVCSSCHWSA-N,EC,amide,C,205677,O=C1C[C@@H](C[S+][O-])C(C(=O)O)O1,substituent,EC,0.1011,100.0,latent_ester,latent,204750,C#Cc1ccc2c(c1)CC[C@@H]2N[C@H](C(=O)NO)[C@@H](C)O,substituent,EC,0.1079,100.0,native_amine,neutral,True,True,449.5050000000003,0.4326,150.23,7,4,1,10,0.1320436571434185,4.79130942389183,0.674912,63,amide
CMPD_164,CC(C)C(O[NH:5][C:1](=O)C[C@@H](C[S+][O-])CC(=O)O)c1cc(=O)c(O)cn1O,ASVKOSXGOPKESD-WXMRUQJCSA-N,EC,amide,C,205677,O=C1C[C@@H](C[S+][O-])C(C(=O)O)O1,substituent,EC,0.1011,100.0,latent_ester,latent,208899,CC(C)C(ON)c1cc(=O)c(O)cn1O,substituent,EC,0.284,100.0,native_amine,neutral,True,True,389.40600000000006,0.2301,161.15,9,4,1,10,0.1898766003394753,4.740929153189214,0.62544,64,amide
CMPD_165,C[C@@](C[CH]CN[C:1](=O)[NH:5]C(=N)c1ccccc1)(C(=O)NO)S(C)(=O)=O,CDBMILJPKPPCKJ-OAHLLOKOSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,205313,N=C(N)c1ccccc1,substituent,EC,0.2536,100.0,native_amine,neutral,True,True,369.4230000000001,0.2142600000000017,148.45000000000002,6,5,1,7,0.1531691002226341,3.759765558531132,0.599479,65,urea
CMPD_166,N=C[NH:5][C:1](=O)NC[CH]C(=O)NO,KWFCNOOFNWILJR-UHFFFAOYSA-N,EC,amide,C,209995,O=C1NC[C@@H](C(=O)NO)O1,substituent,EC,0.1488,100.0,latent_ester,latent,205316,N=CN,substituent,EC,0.3762,100.0,native_amine,neutral,True,True,173.15200000000002,-1.3976399999999995,114.31000000000002,4,5,0,4,0.1557784591297887,4.105947330638607,0.575413,66,urea
CMPD_167,CC(NCCC(=O)N/N=C/c1c(O)ccc2ccccc12)[NH:5][C:1](=O)C[C@@H](C[S+][O-])CC(=O)O,BGDVHVRLBTZQHI-DOEDQVLHSA-N,EC,amide,C,205677,O=C1C[C@@H](C[S+][O-])C(C(=O)O)O1,substituent,EC,0.1011,100.0,latent_ester,latent,208446,CC(N)NCCC(=O)N/N=C/c1c(O)ccc2ccccc12,substituent,EC,0.1705,100.0,native_amine,neutral,True,True,475.5470000000003,1.1313999999999995,163.17999999999998,8,5,2,13,0.0946135989050754,4.020787699090228,0.551082,67,amide
CMPD_168,C[C@@](C[CH]CN[C:1](=O)[NH:5]C[C@H](O)c1ccccc1)(C(=O)NO)S(C)(=O)=O,UXCHTUBYUZFRHZ-XJKSGUPXSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,209772,NC[C@H](O)c1ccccc1,substituent,EC,0.2473,100.0,native_amine,neutral,True,True,386.45000000000016,-0.077709999999999,144.83,6,5,1,9,0.2280461576369586,3.682554523471104,0.535767,68,urea
CMPD_169,O=c1cc(CO[NH:5][C:1](=O)Cc2ccc(O)c(O)c2)n(O)cc1O,RTTGVHQWBMGBIF-UHFFFAOYSA-N,EC,amide,C,207137,C[C@](COC(=O)Cc1ccc(O)c(O)c1)(CC(=O)O)[SH](=O)=O,substituent,EC,0.1786,100.0,latent_ester,latent,206970,NOCc1cc(=O)c(O)cn1O,substituent,EC,0.2532,100.0,native_amine,neutral,True,True,322.273,-0.0071000000000003,141.25,8,5,2,5,0.2960501713737465,2.9609727400068007,0.500474,69,amide
CMPD_170,O=C(O)C[C@H](C[S+][O-])C[C:1](=O)[NH:5]OCc1cc(=O)c(O)cn1O,GBKYXJGSPCPRPW-SSDOTTSWSA-N,EC,amide,C,205677,O=C1C[C@@H](C[S+][O-])C(C(=O)O)O1,substituent,EC,0.1011,100.0,latent_ester,latent,206970,NOCc1cc(=O)c(O)cn1O,substituent,EC,0.2532,100.0,native_amine,neutral,True,True,347.32500000000005,-0.967,161.15,9,4,1,9,0.1905484149770621,4.336830933223218,0.467688,70,amide
CMPD_171,CS[C@@H](CNN[NH:5][C:1](=O)Cc1ccc(O)c(O)c1)N(O)C=O,LZTMPVQHXPCLJZ-LBPRGKRZSA-N,EC,amide,C,207137,C[C@](COC(=O)Cc1ccc(O)c(O)c1)(CC(=O)O)[SH](=O)=O,substituent,EC,0.1786,100.0,latent_ester,latent,205965,CS[C@@H](CNNN)N(O)C=O,substituent,EC,0.1128,100.0,native_amine,neutral,True,True,330.36600000000004,-0.6975999999999996,134.16,8,6,1,9,0.0874178216785825,3.906754889644578,0.415615,71,amide
CMPD_172,CCC[N:5]([C@H](C(=O)NO)[C@@H](C)O)[C:1](=O)C[C@@H](C[S+][O-])CC(=O)O,CQWMUULFCZPNGC-LNLATYFQSA-N,EC,amide,C,205677,O=C1C[C@@H](C[S+][O-])C(C(=O)O)O1,substituent,EC,0.1011,100.0,latent_ester,latent,204748,CCCN[C@H](C(=O)NO)[C@@H](C)O,substituent,EC,0.1617,100.0,native_amine,neutral,True,True,351.40100000000007,-0.8261999999999983,150.23,7,4,0,11,0.1630182193569661,4.466461299427936,0.398378,72,amide
CMPD_173,N=Nc1sc([NH:5][C:1](=O)NC[CH]C(=O)NO)nc1-c1ccc(NC(=O)c2ccccc2)cc1,NPMRNMVXVBFJCI-UHFFFAOYSA-N,EC,amide,C,209995,O=C1NC[C@@H](C(=O)NO)O1,substituent,EC,0.1488,100.0,latent_ester,latent,205552,N=Nc1sc(N)nc1-c1ccc(NC(=O)c2ccccc2)cc1,substituent,EC,0.3057,100.0,native_amine,neutral,True,True,452.47600000000017,3.5560600000000013,168.66,8,6,3,8,0.1741330741505306,2.9228349461152945,0.38803,73,urea
CMPD_174,N=Nc1sc([NH:5][C:1](=O)Cc2ccc(O)c(O)c2)nc1-c1ccc(NC(=O)c2ccccc2)cc1,DASINWQBKUTVON-UHFFFAOYSA-N,EC,amide,C,207137,C[C@](COC(=O)Cc1ccc(O)c(O)c1)(CC(=O)O)[SH](=O)=O,substituent,EC,0.1786,100.0,latent_ester,latent,205552,N=Nc1sc(N)nc1-c1ccc(NC(=O)c2ccccc2)cc1,substituent,EC,0.3057,100.0,native_amine,neutral,True,True,473.5140000000002,5.317270000000003,147.76,8,5,4,7,0.1820172418393386,2.553225977434911,0.365355,74,amide
CMPD_175,C#Cc1ccc2c(c1)CC[C@@H]2[N:5]([C@H](C(=O)NO)[C@@H](C)O)[C:1](=O)NC[CH]C(=O)NO,HVHADBHICORDRZ-PJQXDXOGSA-N,EC,amide,C,209995,O=C1NC[C@@H](C(=O)NO)O1,substituent,EC,0.1488,100.0,latent_ester,latent,204750,C#Cc1ccc2c(c1)CC[C@@H]2N[C@H](C(=O)NO)[C@@H](C)O,substituent,EC,0.1079,100.0,native_amine,neutral,True,True,403.4150000000001,-0.3687099999999985,151.23,6,6,1,7,0.207664085710177,4.418671647585843,0.361337,75,urea
CMPD_176,C[C@@](C[CH]CN[C:1](=O)[NH:5]c1ccc2cnc(N)nc2n1)(C(=O)NO)S(C)(=O)=O,CGFHVWVOEFNCKY-OAHLLOKOSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,209076,Nc1ccc2cnc(N)nc2n1,substituent,EC,0.1725,100.0,native_amine,neutral,True,True,410.43600000000015,-0.3684099999999985,189.29,9,5,2,7,0.2302234240148852,3.800640170237892,0.351868,76,urea
CMPD_177,C[C@@H](O)[C@@H](NC(=O)N1CC[N:5]([C:1](=O)Cc2ccc(O)c(O)c2)CC1)C(=O)NO,UHQQAWHIHQVGIB-MEBBXXQBSA-N,EC,amide,C,207137,C[C@](COC(=O)Cc1ccc(O)c(O)c1)(CC(=O)O)[SH](=O)=O,substituent,EC,0.1786,100.0,latent_ester,latent,204986,C[C@@H](O)[C@@H](NC(=O)N1CCNCC1)C(=O)NO,substituent,EC,0.1863,92.86,native_amine,neutral,True,True,396.4000000000001,-1.251099999999998,162.67,7,6,1,5,0.2056820077436489,3.101694261723895,0.313208,77,amide
CMPD_178,C[C@@](C[CH]CN[C:1](=O)[NH:5]C=N)(C(=O)NO)S(C)(=O)=O,YBRPTEAEUGMVPN-SECBINFHSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,205316,N=CN,substituent,EC,0.3762,100.0,native_amine,neutral,True,True,293.3250000000001,-1.2042399999999984,148.45000000000002,6,5,0,7,0.1312988483514269,4.450490162010595,0.302104,78,urea
CMPD_179,C[C@@H](O)[C@@H](NC(=O)N1CC[N:5]([C:1](=O)C[C@@H](C[S+][O-])CC(=O)O)CC1)C(=O)NO,DZZDHHGNWZZYCH-GIPNMCIBSA-N,EC,amide,C,205677,O=C1C[C@@H](C[S+][O-])C(C(=O)O)O1,substituent,EC,0.1011,100.0,latent_ester,latent,204986,C[C@@H](O)[C@@H](NC(=O)N1CCNCC1)C(=O)NO,substituent,EC,0.1863,92.86,native_amine,neutral,True,True,421.45200000000017,-2.210999999999995,182.57,8,5,0,9,0.1191889907781537,4.063899224962919,0.289828,79,amide
CMPD_180,CC(NCCC(=O)N/N=C/c1c(O)ccc2ccccc12)[NH:5][C:1](=O)NC[CH]C(=O)NO,WRMOVBGLSZPLNY-FSJBWODESA-N,EC,amide,C,209995,O=C1NC[C@@H](C(=O)NO)O1,substituent,EC,0.1488,100.0,latent_ester,latent,208446,CC(N)NCCC(=O)N/N=C/c1c(O)ccc2ccccc12,substituent,EC,0.1705,100.0,native_amine,neutral,True,True,429.45700000000016,0.3300900000000006,164.17999999999998,7,7,2,10,0.124472264477687,3.5230110185535857,0.282319,80,urea
CMPD_181,Nc1ncc2ccc([NH:5][C:1](=O)NC[CH]C(=O)NO)nc2n1,OHNLZWFQVYCYAA-UHFFFAOYSA-N,EC,amide,C,209995,O=C1NC[C@@H](C(=O)NO)O1,substituent,EC,0.1488,100.0,latent_ester,latent,209076,Nc1ccc2cnc(N)nc2n1,substituent,EC,0.1725,100.0,native_amine,neutral,True,True,290.26300000000003,-0.5618100000000006,155.14999999999998,7,5,2,4,0.3729621419473328,3.05414766215316,0.245866,81,urea
CMPD_182,CC(C)([C@H](NC=O)C(=O)NO)[NH:5][C:1](=O)Cc1ccc(O)c(O)c1,NUKYGWSZXQDHEH-GFCCVEGCSA-N,EC,amide,C,207137,C[C@](COC(=O)Cc1ccc(O)c(O)c1)(CC(=O)O)[SH](=O)=O,substituent,EC,0.1786,100.0,latent_ester,latent,208492,CC(C)(N)[C@H](NC=O)C(=O)NO,substituent,EC,0.141,100.0,native_amine,neutral,True,True,325.321,-0.8448999999999989,147.99,6,6,1,7,0.1665294133668338,3.387440069618288,0.223477,82,amide
CMPD_183,N=Nc1sc([NH:5][C:1](=O)C[C@@H](C[S+][O-])CC(=O)O)nc1-c1ccc(NC(=O)c2ccccc2)cc1,SKXFOEOOORQQAV-CYBMUJFWSA-N,EC,amide,C,205677,O=C1C[C@@H](C[S+][O-])C(C(=O)O)O1,substituent,EC,0.1011,100.0,latent_ester,latent,205552,N=Nc1sc(N)nc1-c1ccc(NC(=O)c2ccccc2)cc1,substituent,EC,0.3057,100.0,native_amine,neutral,True,True,498.56600000000014,4.357370000000003,167.66,9,4,3,11,0.1729557236670564,3.58789329795776,0.200835,83,amide
CMPD_184,CC(C)C(O[NH:5][C:1](=O)NC[CH]C(=O)NO)c1cc(=O)c(O)cn1O,BLPFCAYHNJBDBB-UHFFFAOYSA-N,EC,amide,C,209995,O=C1NC[C@@H](C(=O)NO)O1,substituent,EC,0.1488,100.0,latent_ester,latent,208899,CC(C)C(ON)c1cc(=O)c(O)cn1O,substituent,EC,0.284,100.0,native_amine,neutral,True,True,343.31600000000003,-0.5712099999999989,162.15,8,6,1,7,0.2192532107374709,4.292804624909377,0.182665,84,urea
CMPD_185,C[C@@H](O)[C@@H](NC(=O)N1CC[N:5]([C:1](=O)NC[CH]C(=O)NO)CC1)C(=O)NO,PONISQFJHFJWQI-PSASIEDQSA-N,EC,amide,C,209995,O=C1NC[C@@H](C(=O)NO)O1,substituent,EC,0.1488,100.0,latent_ester,latent,204986,C[C@@H](O)[C@@H](NC(=O)N1CCNCC1)C(=O)NO,substituent,EC,0.1863,92.86,native_amine,neutral,True,True,375.3620000000001,-3.012309999999996,183.57,7,7,0,6,0.1903089649445512,3.6051743036908848,0.17353,85,urea
CMPD_186,CC(C)([C@H](NC=O)C(=O)NO)[NH:5][C:1](=O)C[C@@H](C[S+][O-])CC(=O)O,KEJHYZGOUQDBNZ-GMSGAONNSA-N,EC,amide,C,205677,O=C1C[C@@H](C[S+][O-])C(C(=O)O)O1,substituent,EC,0.1011,100.0,latent_ester,latent,208492,CC(C)(N)[C@H](NC=O)C(=O)NO,substituent,EC,0.141,100.0,native_amine,neutral,True,True,350.3730000000001,-1.8047999999999969,167.89,7,5,0,11,0.095515020793257,4.629870741047212,0.155558,86,amide
CMPD_187,CCC[N:5]([C@H](C(=O)NO)[C@@H](C)O)[C:1](=O)NC[CH]C(=O)NO,SHNXSZADUMBVSZ-APPZFPTMSA-N,EC,amide,C,209995,O=C1NC[C@@H](C(=O)NO)O1,substituent,EC,0.1488,100.0,latent_ester,latent,204748,CCCN[C@H](C(=O)NO)[C@@H](C)O,substituent,EC,0.1617,100.0,native_amine,neutral,True,True,305.31100000000004,-1.6275099999999971,151.23,6,6,0,8,0.2339490840343475,4.062177945148904,0.133153,87,urea
CMPD_188,CS[C@@H](CNN[NH:5][C:1](=O)C[C@@H](C[S+][O-])CC(=O)O)N(O)C=O,KCZIKWJPQXMNEG-APPZFPTMSA-N,EC,amide,C,205677,O=C1C[C@@H](C[S+][O-])C(C(=O)O)O1,substituent,EC,0.1011,100.0,latent_ester,latent,205965,CS[C@@H](CNNN)N(O)C=O,substituent,EC,0.1128,100.0,native_amine,neutral,True,True,355.41800000000006,-1.6574999999999964,154.05999999999997,9,5,0,13,0.0493096438422474,5.182828145338362,0.100795,88,amide
CMPD_189,O=C([CH]CN[C:1](=O)[NH:5]OCc1cc(=O)c(O)cn1O)NO,HYVHPHANZCBEIO-UHFFFAOYSA-N,EC,amide,C,209995,O=C1NC[C@@H](C(=O)NO)O1,substituent,EC,0.1488,100.0,latent_ester,latent,206970,NOCc1cc(=O)c(O)cn1O,substituent,EC,0.2532,100.0,native_amine,neutral,True,True,301.235,-1.7683099999999996,162.14999999999998,8,6,1,6,0.205640272873591,3.6711156852094975,0.077462,89,urea
CMPD_190,C[C@@](C[CH]CN[C:1](=O)[NH:5]OCc1cc(=O)c(O)cn1O)(C(=O)NO)S(C)(=O)=O,OTFZERXNUKFCIO-CQSZACIVSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,206970,NOCc1cc(=O)c(O)cn1O,substituent,EC,0.2532,100.0,native_amine,neutral,True,True,421.4080000000001,-1.574909999999998,196.29,10,6,1,9,0.1179760060617596,4.279233068804475,0.066105,90,urea
CMPD_191,CC(C)([C@H](NC=O)C(=O)NO)[NH:5][C:1](=O)NC[CH]C(=O)NO,USUKALLTUTXENU-SSDOTTSWSA-N,EC,amide,C,209995,O=C1NC[C@@H](C(=O)NO)O1,substituent,EC,0.1488,100.0,latent_ester,latent,208492,CC(C)(N)[C@H](NC=O)C(=O)NO,substituent,EC,0.141,100.0,native_amine,neutral,True,True,304.283,-2.606109999999997,168.89,6,7,0,8,0.1471682059369763,4.126438719323556,0.056999,91,urea
CMPD_192,CS[C@@H](CNN[NH:5][C:1](=O)NC[CH]C(=O)NO)N(O)C=O,OMYNICSOAMLKKL-ZETCQYMHSA-N,EC,amide,C,209995,O=C1NC[C@@H](C(=O)NO)O1,substituent,EC,0.1488,100.0,latent_ester,latent,205965,CS[C@@H](CNNN)N(O)C=O,substituent,EC,0.1128,100.0,native_amine,neutral,True,True,309.32800000000003,-2.458809999999997,155.05999999999997,8,7,0,10,0.0770239319856729,4.700921430413359,0.002237,92,urea
CMPD_193,CCC[N:5]([C@H](C(=O)NO)[C@@H](C)O)[C:1](=O)NC[CH]C[C@](C)(C(=O)NO)S(C)(=O)=O,MTZCAWLMTZYJGM-JRPNMDOOSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,204748,CCCN[C@H](C(=O)NO)[C@@H](C)O,substituent,EC,0.1617,100.0,native_amine,neutral,True,True,425.4840000000002,-1.4341099999999958,185.37,8,6,0,11,0.1319963268651907,4.489734840347534,-0.023585,93,urea
CMPD_194,CC(C)([C@H](NC=O)C(=O)NO)[NH:5][C:1](=O)NC[CH]C[C@](C)(C(=O)NO)S(C)(=O)=O,GPZACLOGPYRYHU-YMTOWFKASA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,208492,CC(C)(N)[C@H](NC=O)C(=O)NO,substituent,EC,0.141,100.0,native_amine,neutral,True,True,424.4560000000002,-2.4127099999999952,203.03,8,7,0,11,0.0821126691976586,4.552081205043734,-0.094598,94,urea
CMPD_195,CC(C)C(O[NH:5][C:1](=O)NC[CH]C[C@](C)(C(=O)NO)S(C)(=O)=O)c1cc(=O)c(O)cn1O,DKWZMNRAPVAHTD-FBMWCMRBSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,208899,CC(C)C(ON)c1cc(=O)c(O)cn1O,substituent,EC,0.284,100.0,native_amine,neutral,True,True,463.48900000000015,-0.3778099999999977,196.29,10,6,1,10,0.1159246381852527,4.709998090479195,-0.101598,95,urea
CMPD_196,CS[C@@H](CNN[NH:5][C:1](=O)NC[CH]C[C@](C)(C(=O)NO)S(C)(=O)=O)N(O)C=O,ZQRPEMAFIUMKLI-JOYOIKCWSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,205965,CS[C@@H](CNNN)N(O)C=O,substituent,EC,0.1128,100.0,native_amine,neutral,True,True,429.5010000000001,-2.265409999999995,189.2,10,7,0,13,0.055265359436324,4.979876301525701,-0.174586,96,urea
CMPD_197,C#Cc1ccc2c(c1)CC[C@@H]2[N:5]([C@H](C(=O)NO)[C@@H](C)O)[C:1](=O)NC[CH]C[C@](C)(C(=O)NO)S(C)(=O)=O,DCIWCXJVFAFRMH-GGNOIXCSSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,204750,C#Cc1ccc2c(c1)CC[C@@H]2N[C@H](C(=O)NO)[C@@H](C)O,substituent,EC,0.1079,100.0,native_amine,neutral,True,True,523.5880000000003,-0.1753099999999972,185.37,8,6,1,10,0.1055373745414979,4.81843240392856,-0.206345,97,urea
CMPD_198,C[C@@H](O)[C@@H](NC(=O)N1CC[N:5]([C:1](=O)NC[CH]C[C@](C)(C(=O)NO)S(C)(=O)=O)CC1)C(=O)NO,HQQOCOIUEGLKIK-PSTGCABASA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,204986,C[C@@H](O)[C@@H](NC(=O)N1CCNCC1)C(=O)NO,substituent,EC,0.1863,92.86,native_amine,neutral,True,True,495.5350000000002,-2.8189099999999936,217.70999999999995,9,7,0,9,0.0994960558963072,4.15117185567185,-0.208463,98,urea
CMPD_199,CC(NCCC(=O)N/N=C/c1c(O)ccc2ccccc12)[NH:5][C:1](=O)NC[CH]C[C@](C)(C(=O)NO)S(C)(=O)=O,JLNHLBHSFBWLNI-BEXRDQTMSA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,208446,CC(N)NCCC(=O)N/N=C/c1c(O)ccc2ccccc12,substituent,EC,0.1705,100.0,native_amine,neutral,True,True,549.6300000000003,0.5234900000000021,198.32,9,7,2,13,0.0616533728294741,4.120165100640675,-0.251163,99,urea
CMPD_200,C[C@@](C[CH]CN[C:1](=O)[NH:5]c1nc(-c2ccc(NC(=O)c3ccccc3)cc2)c(N=N)s1)(C(=O)NO)S(C)(=O)=O,VMOVAKJNVORQGX-XMMPIXPASA-N,EC,amide,C,205751,C[C@@](C[C@H]1CNC(=O)O1)(C(=O)NO)S(C)(=O)=O,substituent,EC,0.2103,100.0,latent_ester,latent,205552,N=Nc1sc(N)nc1-c1ccc(NC(=O)c2ccccc2)cc1,substituent,EC,0.3057,100.0,native_amine,neutral,True,True,572.6490000000001,3.749460000000001,202.8,10,6,3,11,0.0868023196682476,3.723315821283696,-0.359443,100,urea
CMPD_201,CCC(C)[N:5](Cc1ccccc1)[C:1](=O)[C@H](Cn1ccnc1)NC=O,VLIQXXZZFPPWGN-LWKPJOBUSA-N,CA,amide,C,227122,CC(C)COC(=O)[C@H](Cn1ccnc1)NC=O,substituent,CA,0.249,89.19,latent_ester,latent,227477,CCC(C)NCc1ccccc1,substituent,CA,0.1942,100.0,native_amine,neutral,True,True,328.416,1.825,67.23,4,1,2,9,0.7141611254926158,3.2766052200271973,2.62994,1,amide
CMPD_202,NC(O)C[C:1](=O)[N:5](C1=CCc2ccncc2C1)c1ccccc1,JQSCJNRECFITLY-UHFFFAOYSA-N,CA,amide,B,227378,COC(=O)CC(N)O,substituent,CA,0.2114,100.0,latent_ester,latent,208567,C1=C(Nc2ccccc2)Cc2cnccc2C1,scaffold,CA,0.4606,100.0,native_amine,neutral,True,True,309.369,1.7644999999999995,79.45,4,2,2,4,0.8435931529754473,3.538811375361724,2.596339,2,amide
CMPD_203,CCC(C)[N:5](Cc1ccccc1)[C:1](=O)[C@H](Cn1ccnc1)NC(=O)C(N)S,LJJJOOKHWXOZRJ-WIHSUSGWSA-N,CA,amide,C,227123,CC(C)COC(=O)[C@H](Cn1ccnc1)NC(=O)C(N)S,substituent,CA,0.1246,75.0,latent_ester,latent,227477,CCC(C)NCc1ccccc1,substituent,CA,0.1942,100.0,native_amine,neutral,True,True,389.525,1.4098,93.25,6,3,2,9,0.4465250867776582,3.618879795984432,2.435379,3,amide
CMPD_204,NC(O)C[C:1](=O)[N:5](/N=C/c1ccc(Cl)cc1Cl)c1nccs1,LPIJMFQJTWTEBK-CNHKJKLMSA-N,CA,amide,B,227378,COC(=O)CC(N)O,substituent,CA,0.2114,100.0,latent_ester,latent,231688,Clc1ccc(/C=N/Nc2nccs2)c(Cl)c1,substituent,CA,0.3207,100.0,native_amine,neutral,True,True,359.23800000000006,2.4842000000000004,91.81,6,2,2,5,0.487430931696261,3.53365971940498,2.431862,4,amide
CMPD_205,O=CN[C@@H](Cn1ccnc1)[C:1](=O)[N:5](C(=S)S)c1ccccc1,HINRPJZDOVHAQQ-LBPRGKRZSA-N,CA,amide,C,227122,CC(C)COC(=O)[C@H](Cn1ccnc1)NC=O,substituent,CA,0.249,89.19,latent_ester,latent,188410,S=C(S)Nc1ccccc1,substituent,CA,0.3126,100.0,native_amine,neutral,True,True,334.42600000000004,1.2455999999999996,67.23,5,2,2,6,0.4739042477858621,3.482228909495694,2.355265,5,amide
CMPD_206,NC(O)C[C:1](=O)[N:5](CCc1cccnc1)c1ccccc1,ZOKGHLBLVOEBIF-UHFFFAOYSA-N,CA,amide,B,227378,COC(=O)CC(N)O,substituent,CA,0.2114,100.0,latent_ester,latent,208566,c1ccc(NCCc2cccnc2)cc1,scaffold,CA,0.366,100.0,native_amine,neutral,True,True,285.34700000000004,1.3245,79.45,4,2,2,6,0.7846304562352064,2.7119651528899897,2.316284,6,amide
